state_spaces:  {'first_0': Box(0.0, 1.0, (128,), float32), 'second_0': Box(0.0, 1.0, (128,), float32)} ,  action_spaces:  {'first_0': Discrete(18), 'second_0': Discrete(18)}
['first_0', 'second_0']
# of episode :380
exploiter avg. score: -12.05, avg. epi length: 1444
# of episode :400
exploiter avg. score: -2.2, avg. epi length: 1857
# of episode :420
exploiter avg. score: -15.55, avg. epi length: 1116
# of episode :440
exploiter avg. score: -16.6, avg. epi length: 1140
# of episode :460
exploiter avg. score: -18.1, avg. epi length: 1043
# of episode :480
exploiter avg. score: -9.35, avg. epi length: 1438
# of episode :500
exploiter avg. score: -9.05, avg. epi length: 1537
# of episode :520
exploiter avg. score: -3.5, avg. epi length: 1941
# of episode :540
exploiter avg. score: -8.8, avg. epi length: 1459
# of episode :560
exploiter avg. score: -6.7, avg. epi length: 1926
# of episode :580
exploiter avg. score: -0.7, avg. epi length: 1914
# of episode :600
exploiter avg. score: -7.45, avg. epi length: 1756
# of episode :620
exploiter avg. score: -11.5, avg. epi length: 1393
# of episode :640
exploiter avg. score: -10.7, avg. epi length: 1450
# of episode :660
exploiter avg. score: -6.6, avg. epi length: 1739
# of episode :680
exploiter avg. score: -7.7, avg. epi length: 1987
# of episode :700
exploiter avg. score: -6.3, avg. epi length: 1648
# of episode :720
exploiter avg. score: -3.75, avg. epi length: 1988
# of episode :740
exploiter avg. score: -4.9, avg. epi length: 1570
# of episode :760
exploiter avg. score: -11.25, avg. epi length: 1387
# of episode :780
exploiter avg. score: -8.55, avg. epi length: 1653
# of episode :800
exploiter avg. score: -7.15, avg. epi length: 1554
# of episode :820
exploiter avg. score: -3.95, avg. epi length: 1862
# of episode :840
exploiter avg. score: -14.65, avg. epi length: 1186
# of episode :860
exploiter avg. score: -11.0, avg. epi length: 1731
# of episode :880
exploiter avg. score: -14.9, avg. epi length: 1180
# of episode :900
exploiter avg. score: -17.45, avg. epi length: 1065
# of episode :920
exploiter avg. score: -16.4, avg. epi length: 1159
# of episode :940
exploiter avg. score: -17.35, avg. epi length: 1063
# of episode :960
exploiter avg. score: -16.5, avg. epi length: 1159
# of episode :980
exploiter avg. score: -14.9, avg. epi length: 1188
Final score: -14.9, episode length: 1188
load model:  3080 3080mappo_single_1
model/pong_v1/selfplay/3080mappo_single_1
# of episode :0
exploiter avg. score: -0.95, avg. epi length: 916
# of episode :20
exploiter avg. score: -7.75, avg. epi length: 1313
# of episode :40
exploiter avg. score: 1.8, avg. epi length: 1430
# of episode :60
exploiter avg. score: 1.05, avg. epi length: 1608
# of episode :80
exploiter avg. score: -6.45, avg. epi length: 1370
# of episode :100
exploiter avg. score: -3.95, avg. epi length: 1337
# of episode :120
exploiter avg. score: -15.3, avg. epi length: 1158
# of episode :140
exploiter avg. score: -0.2, avg. epi length: 1718
# of episode :160
exploiter avg. score: 2.5, avg. epi length: 1547
# of episode :180
exploiter avg. score: -4.45, avg. epi length: 1596
# of episode :200
exploiter avg. score: -6.6, avg. epi length: 1489
# of episode :220
exploiter avg. score: -11.35, avg. epi length: 1175
# of episode :240
exploiter avg. score: -0.85, avg. epi length: 1758
# of episode :260
exploiter avg. score: -4.1, avg. epi length: 1550
# of episode :280
exploiter avg. score: 6.45, avg. epi length: 1696
# of episode :300
exploiter avg. score: -11.95, avg. epi length: 1238
# of episode :320
exploiter avg. score: -13.1, avg. epi length: 1242
# of episode :340
exploiter avg. score: -15.1, avg. epi length: 1161
# of episode :360
exploiter avg. score: -4.8, avg. epi length: 1415
# of episode :380
exploiter avg. score: -7.55, avg. epi length: 1370
# of episode :400
exploiter avg. score: -12.95, avg. epi length: 1332
# of episode :420
exploiter avg. score: -8.05, avg. epi length: 1304
# of episode :440
exploiter avg. score: -3.8, avg. epi length: 1370
# of episode :460
exploiter avg. score: -4.4, avg. epi length: 1439
# of episode :480
exploiter avg. score: -5.4, avg. epi length: 1448
# of episode :500
exploiter avg. score: -8.15, avg. epi length: 1398
# of episode :520
exploiter avg. score: -2.25, avg. epi length: 1446
# of episode :540
exploiter avg. score: 0.65, avg. epi length: 1576
# of episode :560
exploiter avg. score: -7.65, avg. epi length: 1493
# of episode :580
exploiter avg. score: -3.85, avg. epi length: 1407
# of episode :600
exploiter avg. score: -5.7, avg. epi length: 1391
# of episode :620
exploiter avg. score: 0.95, avg. epi length: 1591
# of episode :640
exploiter avg. score: -5.15, avg. epi length: 1428
# of episode :660
exploiter avg. score: -0.85, avg. epi length: 1632
# of episode :680
exploiter avg. score: -1.0, avg. epi length: 1599
# of episode :700
exploiter avg. score: -9.2, avg. epi length: 1338
# of episode :720
exploiter avg. score: -0.1, avg. epi length: 1645
# of episode :740
exploiter avg. score: -4.15, avg. epi length: 1398
# of episode :760
exploiter avg. score: -1.6, avg. epi length: 1461
# of episode :780
exploiter avg. score: -1.75, avg. epi length: 1514
# of episode :800
exploiter avg. score: -14.95, avg. epi length: 1169
# of episode :820
exploiter avg. score: -15.3, avg. epi length: 1187
# of episode :840
exploiter avg. score: -8.85, avg. epi length: 1309
# of episode :860
exploiter avg. score: -0.45, avg. epi length: 1548
# of episode :880
exploiter avg. score: 0.9, avg. epi length: 1520
# of episode :900
exploiter avg. score: -4.4, avg. epi length: 1433
# of episode :920
exploiter avg. score: -0.7, avg. epi length: 1367
# of episode :940
exploiter avg. score: 1.8, avg. epi length: 1678
# of episode :960
exploiter avg. score: -0.9, avg. epi length: 1604
# of episode :980
exploiter avg. score: -10.25, avg. epi length: 1289
Final score: -10.25, episode length: 1289
load model:  3100 3100mappo_single_1
model/pong_v1/selfplay/3100mappo_single_1
# of episode :0
exploiter avg. score: -0.8, avg. epi length: 1130
# of episode :20
exploiter avg. score: -10.45, avg. epi length: 1343
# of episode :40
exploiter avg. score: -4.55, avg. epi length: 1418
# of episode :60
exploiter avg. score: -5.55, avg. epi length: 1646
# of episode :80
exploiter avg. score: -5.25, avg. epi length: 1639
# of episode :100
exploiter avg. score: -5.1, avg. epi length: 1586
# of episode :120
exploiter avg. score: -13.35, avg. epi length: 1276
# of episode :140
exploiter avg. score: -13.3, avg. epi length: 1296
# of episode :160
exploiter avg. score: -14.6, avg. epi length: 1103
# of episode :180
exploiter avg. score: -14.15, avg. epi length: 1184
# of episode :200
exploiter avg. score: -14.7, avg. epi length: 1139
# of episode :220
exploiter avg. score: -14.6, avg. epi length: 1129
# of episode :240
exploiter avg. score: -13.25, avg. epi length: 1182
# of episode :260
exploiter avg. score: -12.95, avg. epi length: 1266
# of episode :280
exploiter avg. score: -14.6, avg. epi length: 1143
# of episode :300
exploiter avg. score: -12.1, avg. epi length: 1279
# of episode :320
exploiter avg. score: -13.3, avg. epi length: 1155
# of episode :340
exploiter avg. score: -11.35, avg. epi length: 1241
# of episode :360
exploiter avg. score: -12.25, avg. epi length: 1201
# of episode :380
exploiter avg. score: -13.7, avg. epi length: 1215
# of episode :400
exploiter avg. score: -13.75, avg. epi length: 1225
# of episode :420
exploiter avg. score: -16.0, avg. epi length: 1068
# of episode :440
exploiter avg. score: -18.95, avg. epi length: 905
# of episode :460
exploiter avg. score: -15.35, avg. epi length: 1170
# of episode :480
exploiter avg. score: -13.3, avg. epi length: 1293
# of episode :500
exploiter avg. score: -15.45, avg. epi length: 1133
# of episode :520
exploiter avg. score: -14.7, avg. epi length: 1207
# of episode :540
exploiter avg. score: -13.05, avg. epi length: 1247
# of episode :560
exploiter avg. score: -9.7, avg. epi length: 1443
# of episode :580
exploiter avg. score: -10.4, avg. epi length: 1374
# of episode :600
exploiter avg. score: -7.85, avg. epi length: 1531
# of episode :620
exploiter avg. score: -9.0, avg. epi length: 1479
# of episode :640
exploiter avg. score: -9.35, avg. epi length: 1313
# of episode :660
exploiter avg. score: -7.25, avg. epi length: 1516
# of episode :680
exploiter avg. score: -9.35, avg. epi length: 1444
# of episode :700
exploiter avg. score: -5.6, avg. epi length: 1503
# of episode :720
exploiter avg. score: -4.0, avg. epi length: 1993
# of episode :740
exploiter avg. score: -14.5, avg. epi length: 1126
# of episode :760
exploiter avg. score: -15.7, avg. epi length: 1100
# of episode :780
exploiter avg. score: -12.4, avg. epi length: 1297
# of episode :800
exploiter avg. score: -11.95, avg. epi length: 1331
# of episode :820
exploiter avg. score: -7.1, avg. epi length: 1638
# of episode :840
exploiter avg. score: -6.05, avg. epi length: 1648
# of episode :860
exploiter avg. score: -4.45, avg. epi length: 1805
# of episode :880
exploiter avg. score: -12.95, avg. epi length: 1257
# of episode :900
exploiter avg. score: -14.4, avg. epi length: 1116
# of episode :920
exploiter avg. score: -14.6, avg. epi length: 1151
# of episode :940
exploiter avg. score: -14.8, avg. epi length: 1097
# of episode :960
exploiter avg. score: -14.2, avg. epi length: 1246
# of episode :980
exploiter avg. score: -14.75, avg. epi length: 1201
Final score: -14.75, episode length: 1201
load model:  3120 3120mappo_single_1
model/pong_v1/selfplay/3120mappo_single_1
# of episode :0
exploiter avg. score: -1.0, avg. epi length: 834
# of episode :20
exploiter avg. score: -15.2, avg. epi length: 1216
# of episode :40
exploiter avg. score: -9.8, avg. epi length: 1431
# of episode :60
exploiter avg. score: 0.4, avg. epi length: 1594
# of episode :80
exploiter avg. score: -3.2, avg. epi length: 1452
# of episode :100
exploiter avg. score: -5.3, avg. epi length: 1561
# of episode :120
exploiter avg. score: -3.45, avg. epi length: 1498
# of episode :140
exploiter avg. score: 0.9, avg. epi length: 1647
# of episode :160
exploiter avg. score: -1.95, avg. epi length: 1429
# of episode :180
exploiter avg. score: -14.85, avg. epi length: 1207
# of episode :200
exploiter avg. score: -11.25, avg. epi length: 1376
# of episode :220
exploiter avg. score: -15.05, avg. epi length: 1163
# of episode :240
exploiter avg. score: -17.25, avg. epi length: 1060
# of episode :260
exploiter avg. score: -18.9, avg. epi length: 923
# of episode :280
exploiter avg. score: -15.05, avg. epi length: 1070
# of episode :300
exploiter avg. score: -14.1, avg. epi length: 1156
# of episode :320
exploiter avg. score: -3.85, avg. epi length: 1514
# of episode :340
exploiter avg. score: -0.1, avg. epi length: 1556
# of episode :360
exploiter avg. score: -2.05, avg. epi length: 1729
# of episode :380
exploiter avg. score: -13.4, avg. epi length: 1185
# of episode :400
exploiter avg. score: -9.9, avg. epi length: 1366
# of episode :420
exploiter avg. score: -2.05, avg. epi length: 1729
# of episode :440
exploiter avg. score: 0.95, avg. epi length: 1629
# of episode :460
exploiter avg. score: 0.3, avg. epi length: 1613
# of episode :480
exploiter avg. score: -2.35, avg. epi length: 1466
# of episode :500
exploiter avg. score: -2.1, avg. epi length: 1687
# of episode :520
exploiter avg. score: 2.2, avg. epi length: 1632
# of episode :540
exploiter avg. score: -2.85, avg. epi length: 1457
# of episode :560
exploiter avg. score: -1.6, avg. epi length: 1454
# of episode :580
exploiter avg. score: -4.3, avg. epi length: 1512
# of episode :600
exploiter avg. score: 0.35, avg. epi length: 1497
# of episode :620
exploiter avg. score: -11.25, avg. epi length: 1212
# of episode :640
exploiter avg. score: -13.95, avg. epi length: 1266
# of episode :660
exploiter avg. score: -8.55, avg. epi length: 1302
# of episode :680
exploiter avg. score: -0.85, avg. epi length: 1698
# of episode :700
exploiter avg. score: -3.9, avg. epi length: 1572
# of episode :720
exploiter avg. score: -6.9, avg. epi length: 1435
# of episode :740
exploiter avg. score: -1.6, avg. epi length: 1603
# of episode :760
exploiter avg. score: -7.55, avg. epi length: 1452
# of episode :780
exploiter avg. score: -4.15, avg. epi length: 1543
# of episode :800
exploiter avg. score: -7.05, avg. epi length: 1440
# of episode :820
exploiter avg. score: -8.35, avg. epi length: 1334
# of episode :840
exploiter avg. score: 1.4, avg. epi length: 1866
# of episode :860
exploiter avg. score: -13.7, avg. epi length: 1237
# of episode :880
exploiter avg. score: -11.2, avg. epi length: 1221
# of episode :900
exploiter avg. score: -12.15, avg. epi length: 1211
# of episode :920
exploiter avg. score: -9.9, avg. epi length: 1353
# of episode :940
exploiter avg. score: -1.6, avg. epi length: 1594
# of episode :960
exploiter avg. score: 1.2, avg. epi length: 1584
# of episode :980
exploiter avg. score: -6.05, avg. epi length: 1366
Final score: -6.05, episode length: 1366
load model:  3140 3140mappo_single_1
model/pong_v1/selfplay/3140mappo_single_1
# of episode :0
exploiter avg. score: -0.35, avg. epi length: 1627
# of episode :20
exploiter avg. score: -13.3, avg. epi length: 1413
# of episode :40
exploiter avg. score: -14.05, avg. epi length: 1233
# of episode :60
exploiter avg. score: -12.15, avg. epi length: 1363
# of episode :80
exploiter avg. score: -8.65, avg. epi length: 1461
# of episode :100
exploiter avg. score: -11.25, avg. epi length: 1620
# of episode :120
exploiter avg. score: -12.8, avg. epi length: 1284
# of episode :140
exploiter avg. score: -7.45, avg. epi length: 1723
# of episode :160
exploiter avg. score: -10.35, avg. epi length: 1451
# of episode :180
exploiter avg. score: -7.45, avg. epi length: 1788
# of episode :200
exploiter avg. score: -8.75, avg. epi length: 1756
# of episode :220
exploiter avg. score: -12.0, avg. epi length: 1454
# of episode :240
exploiter avg. score: -15.75, avg. epi length: 1110
# of episode :260
exploiter avg. score: -16.4, avg. epi length: 1092
# of episode :280
exploiter avg. score: -15.9, avg. epi length: 1109
# of episode :300
exploiter avg. score: -15.8, avg. epi length: 1140
# of episode :320
exploiter avg. score: -15.7, avg. epi length: 1110
# of episode :340
exploiter avg. score: -14.45, avg. epi length: 1169
# of episode :360
exploiter avg. score: -13.5, avg. epi length: 1197
# of episode :380
exploiter avg. score: -13.85, avg. epi length: 1180
# of episode :400
exploiter avg. score: -14.3, avg. epi length: 1228
# of episode :420
exploiter avg. score: -14.3, avg. epi length: 1236
# of episode :440
exploiter avg. score: -15.0, avg. epi length: 1126
# of episode :460
exploiter avg. score: -12.95, avg. epi length: 1359
# of episode :480
exploiter avg. score: -12.45, avg. epi length: 1294
# of episode :500
exploiter avg. score: -16.85, avg. epi length: 1072
# of episode :520
exploiter avg. score: -11.6, avg. epi length: 1298
# of episode :540
exploiter avg. score: -11.15, avg. epi length: 1581
# of episode :560
exploiter avg. score: -9.35, avg. epi length: 1508
# of episode :580
exploiter avg. score: -15.55, avg. epi length: 1103
# of episode :600
exploiter avg. score: -14.1, avg. epi length: 1142
# of episode :620
exploiter avg. score: -13.85, avg. epi length: 1246
# of episode :640
exploiter avg. score: -12.75, avg. epi length: 1235
# of episode :660
exploiter avg. score: -16.3, avg. epi length: 1082
# of episode :680
exploiter avg. score: -12.9, avg. epi length: 1276
# of episode :700
exploiter avg. score: -15.65, avg. epi length: 1143
# of episode :720
exploiter avg. score: -11.75, avg. epi length: 1348
# of episode :740
exploiter avg. score: -14.3, avg. epi length: 1206
# of episode :760
exploiter avg. score: -11.4, avg. epi length: 1495
# of episode :780
exploiter avg. score: -16.05, avg. epi length: 1145
# of episode :800
exploiter avg. score: -14.35, avg. epi length: 1253
# of episode :820
exploiter avg. score: -15.65, avg. epi length: 1201
# of episode :840
exploiter avg. score: -11.9, avg. epi length: 1281
# of episode :860
exploiter avg. score: -15.9, avg. epi length: 1099
# of episode :880
exploiter avg. score: -11.75, avg. epi length: 1382
# of episode :900
exploiter avg. score: -13.3, avg. epi length: 1300
# of episode :920
exploiter avg. score: -10.95, avg. epi length: 1338
# of episode :940
exploiter avg. score: -13.9, avg. epi length: 1241
# of episode :960
exploiter avg. score: -14.2, avg. epi length: 1171
# of episode :980
exploiter avg. score: -14.95, avg. epi length: 1158
Final score: -14.95, episode length: 1158
load model:  3160 3160mappo_single_1
model/pong_v1/selfplay/3160mappo_single_1
# of episode :0
exploiter avg. score: -0.9, avg. epi length: 1002
# of episode :20
exploiter avg. score: -16.7, avg. epi length: 1089
# of episode :40
exploiter avg. score: -15.6, avg. epi length: 1175
# of episode :60
exploiter avg. score: -14.85, avg. epi length: 1215
# of episode :80
exploiter avg. score: -14.5, avg. epi length: 1244
# of episode :100
exploiter avg. score: -17.0, avg. epi length: 1065
# of episode :120
exploiter avg. score: -16.1, avg. epi length: 1135
# of episode :140
exploiter avg. score: -17.05, avg. epi length: 1028
# of episode :160
exploiter avg. score: -18.1, avg. epi length: 970
# of episode :180
exploiter avg. score: -15.5, avg. epi length: 1186
# of episode :200
exploiter avg. score: -15.6, avg. epi length: 1183
# of episode :220
exploiter avg. score: -15.5, avg. epi length: 1128
# of episode :240
exploiter avg. score: -15.0, avg. epi length: 1185
# of episode :260
exploiter avg. score: -13.1, avg. epi length: 1356
# of episode :280
exploiter avg. score: -13.6, avg. epi length: 1326
# of episode :300
exploiter avg. score: -14.6, avg. epi length: 1228
# of episode :320
exploiter avg. score: -11.1, avg. epi length: 1478
# of episode :340
exploiter avg. score: -8.4, avg. epi length: 1838
# of episode :360
exploiter avg. score: -7.2, avg. epi length: 1817
# of episode :380
exploiter avg. score: -11.75, avg. epi length: 1521
# of episode :400
exploiter avg. score: -5.35, avg. epi length: 1662
# of episode :420
exploiter avg. score: -13.35, avg. epi length: 1375
# of episode :440
exploiter avg. score: -14.5, avg. epi length: 1311
# of episode :460
exploiter avg. score: -15.05, avg. epi length: 1304
# of episode :480
exploiter avg. score: -10.35, avg. epi length: 1567
# of episode :500
exploiter avg. score: -11.1, avg. epi length: 1563
# of episode :520
exploiter avg. score: -13.25, avg. epi length: 1315
# of episode :540
exploiter avg. score: -10.35, avg. epi length: 1591
# of episode :560
exploiter avg. score: -15.65, avg. epi length: 1155
# of episode :580
exploiter avg. score: -12.0, avg. epi length: 1419
# of episode :600
exploiter avg. score: -14.8, avg. epi length: 1211
# of episode :620
exploiter avg. score: -15.15, avg. epi length: 1165
# of episode :640
exploiter avg. score: -14.1, avg. epi length: 1278
# of episode :660
exploiter avg. score: -13.05, avg. epi length: 1284
# of episode :680
exploiter avg. score: -13.65, avg. epi length: 1289
# of episode :700
exploiter avg. score: -14.5, avg. epi length: 1245
# of episode :720
exploiter avg. score: -16.9, avg. epi length: 1057
# of episode :740
exploiter avg. score: -12.9, avg. epi length: 1345
# of episode :760
exploiter avg. score: -14.0, avg. epi length: 1269
# of episode :780
exploiter avg. score: -14.85, avg. epi length: 1224
# of episode :800
exploiter avg. score: -13.8, avg. epi length: 1304
# of episode :820
exploiter avg. score: -14.85, avg. epi length: 1224
# of episode :840
exploiter avg. score: -16.05, avg. epi length: 1131
# of episode :860
exploiter avg. score: -13.5, avg. epi length: 1290
# of episode :880
exploiter avg. score: -15.05, avg. epi length: 1206
# of episode :900
exploiter avg. score: -15.45, avg. epi length: 1166
# of episode :920
exploiter avg. score: -15.6, avg. epi length: 1138
# of episode :940
exploiter avg. score: -15.5, avg. epi length: 1092
# of episode :960
exploiter avg. score: -15.0, avg. epi length: 1174
# of episode :980
exploiter avg. score: -11.35, avg. epi length: 1264
Final score: -11.35, episode length: 1264
load model:  3180 3180mappo_single_1
model/pong_v1/selfplay/3180mappo_single_1
# of episode :0
exploiter avg. score: -0.2, avg. epi length: 1690
# of episode :20
exploiter avg. score: -15.5, avg. epi length: 1093
# of episode :40
exploiter avg. score: -15.4, avg. epi length: 1090
# of episode :60
exploiter avg. score: -16.15, avg. epi length: 1001
# of episode :80
exploiter avg. score: -7.8, avg. epi length: 1567
# of episode :100
exploiter avg. score: -5.2, avg. epi length: 1446
# of episode :120
exploiter avg. score: -9.2, avg. epi length: 1431
# of episode :140
exploiter avg. score: -9.95, avg. epi length: 1324
# of episode :160
exploiter avg. score: -12.0, avg. epi length: 1272
# of episode :180
exploiter avg. score: -10.7, avg. epi length: 1385
# of episode :200
exploiter avg. score: -9.05, avg. epi length: 1445
# of episode :220
exploiter avg. score: -12.35, avg. epi length: 1312
# of episode :240
exploiter avg. score: -14.55, avg. epi length: 1300
# of episode :260
exploiter avg. score: -12.2, avg. epi length: 1285
# of episode :280
exploiter avg. score: -10.6, avg. epi length: 1243
# of episode :300
exploiter avg. score: -14.15, avg. epi length: 1160
# of episode :320
exploiter avg. score: -14.1, avg. epi length: 1224
# of episode :340
exploiter avg. score: -12.8, avg. epi length: 1388
# of episode :360
exploiter avg. score: -6.85, avg. epi length: 1563
# of episode :380
exploiter avg. score: -6.55, avg. epi length: 1474
# of episode :400
exploiter avg. score: -6.65, avg. epi length: 1454
# of episode :420
exploiter avg. score: -14.25, avg. epi length: 1187
# of episode :440
exploiter avg. score: -12.5, avg. epi length: 1272
# of episode :460
exploiter avg. score: -9.3, avg. epi length: 1415
# of episode :480
exploiter avg. score: -14.35, avg. epi length: 1151
# of episode :500
exploiter avg. score: -14.95, avg. epi length: 1153
# of episode :520
exploiter avg. score: -12.0, avg. epi length: 1189
# of episode :540
exploiter avg. score: -9.95, avg. epi length: 1293
# of episode :560
exploiter avg. score: -12.15, avg. epi length: 1241
# of episode :580
exploiter avg. score: -13.55, avg. epi length: 1214
# of episode :600
exploiter avg. score: -11.9, avg. epi length: 1208
# of episode :620
exploiter avg. score: -9.1, avg. epi length: 1345
# of episode :640
exploiter avg. score: -9.15, avg. epi length: 1357
# of episode :660
exploiter avg. score: -14.4, avg. epi length: 1196
# of episode :680
exploiter avg. score: -13.2, avg. epi length: 1239
# of episode :700
exploiter avg. score: -12.9, avg. epi length: 1311
# of episode :720
exploiter avg. score: -11.15, avg. epi length: 1296
# of episode :740
exploiter avg. score: -12.0, avg. epi length: 1309
# of episode :760
exploiter avg. score: -12.7, avg. epi length: 1226
# of episode :780
exploiter avg. score: -9.2, avg. epi length: 1330
# of episode :800
exploiter avg. score: -13.8, avg. epi length: 1224
# of episode :820
exploiter avg. score: -8.45, avg. epi length: 1374
# of episode :840
exploiter avg. score: -10.7, avg. epi length: 1441
# of episode :860
exploiter avg. score: -9.8, avg. epi length: 1274
# of episode :880
exploiter avg. score: -7.25, avg. epi length: 1425
# of episode :900
exploiter avg. score: -8.5, avg. epi length: 1465
# of episode :920
exploiter avg. score: -9.55, avg. epi length: 1346
# of episode :940
exploiter avg. score: -13.85, avg. epi length: 1316
# of episode :960
exploiter avg. score: -12.35, avg. epi length: 1363
# of episode :980
exploiter avg. score: -10.9, avg. epi length: 1425
Final score: -10.9, episode length: 1425
load model:  3200 3200mappo_single_1
model/pong_v1/selfplay/3200mappo_single_1
# of episode :0
exploiter avg. score: 0.6, avg. epi length: 1875
# of episode :20
exploiter avg. score: -10.7, avg. epi length: 1514
# of episode :40
exploiter avg. score: -5.8, avg. epi length: 2018
# of episode :60
exploiter avg. score: -8.3, avg. epi length: 1558
# of episode :80
exploiter avg. score: -6.35, avg. epi length: 1679
# of episode :100
exploiter avg. score: -5.35, avg. epi length: 1923
# of episode :120
exploiter avg. score: -7.65, avg. epi length: 1709
# of episode :140
exploiter avg. score: -11.05, avg. epi length: 1531
# of episode :160
exploiter avg. score: -11.55, avg. epi length: 1517
# of episode :180
exploiter avg. score: -14.6, avg. epi length: 1277
# of episode :200
exploiter avg. score: -14.3, avg. epi length: 1343
# of episode :220
exploiter avg. score: -15.2, avg. epi length: 1165
# of episode :240
exploiter avg. score: -10.6, avg. epi length: 1223
# of episode :260
exploiter avg. score: -13.3, avg. epi length: 1304
# of episode :280
exploiter avg. score: -13.0, avg. epi length: 1251
# of episode :300
exploiter avg. score: -11.15, avg. epi length: 1293
# of episode :320
exploiter avg. score: -13.45, avg. epi length: 1227
# of episode :340
exploiter avg. score: -15.3, avg. epi length: 1248
# of episode :360
exploiter avg. score: -13.95, avg. epi length: 1360
# of episode :380
exploiter avg. score: -12.4, avg. epi length: 1423
# of episode :400
exploiter avg. score: -6.75, avg. epi length: 2171
# of episode :420
exploiter avg. score: -10.95, avg. epi length: 1982
# of episode :440
exploiter avg. score: -4.8, avg. epi length: 2112
# of episode :460
exploiter avg. score: -3.6, avg. epi length: 1969
# of episode :480
exploiter avg. score: -7.65, avg. epi length: 1965
# of episode :500
exploiter avg. score: -10.55, avg. epi length: 1444
# of episode :520
exploiter avg. score: -8.3, avg. epi length: 1596
# of episode :540
exploiter avg. score: -9.4, avg. epi length: 1639
# of episode :560
exploiter avg. score: -11.8, avg. epi length: 1457
# of episode :580
exploiter avg. score: -5.6, avg. epi length: 1718
# of episode :600
exploiter avg. score: -5.45, avg. epi length: 1954
# of episode :620
exploiter avg. score: -3.9, avg. epi length: 1855
# of episode :640
exploiter avg. score: -2.35, avg. epi length: 1903
# of episode :660
exploiter avg. score: -12.6, avg. epi length: 1376
# of episode :680
exploiter avg. score: -8.4, avg. epi length: 1820
# of episode :700
exploiter avg. score: -4.65, avg. epi length: 1706
# of episode :720
exploiter avg. score: -10.0, avg. epi length: 1667
# of episode :740
exploiter avg. score: -5.0, avg. epi length: 1837
# of episode :760
exploiter avg. score: -3.45, avg. epi length: 1961
# of episode :780
exploiter avg. score: -5.85, avg. epi length: 1857
# of episode :800
exploiter avg. score: -6.85, avg. epi length: 1794
# of episode :820
exploiter avg. score: -11.95, avg. epi length: 1480
# of episode :840
exploiter avg. score: -6.95, avg. epi length: 1707
# of episode :860
exploiter avg. score: -4.35, avg. epi length: 1884
# of episode :880
exploiter avg. score: -8.2, avg. epi length: 1958
# of episode :900
exploiter avg. score: -2.35, avg. epi length: 1995
# of episode :920
exploiter avg. score: -8.65, avg. epi length: 1982
# of episode :940
exploiter avg. score: -4.5, avg. epi length: 2084
# of episode :960
exploiter avg. score: -9.7, avg. epi length: 1594
# of episode :980
exploiter avg. score: -10.5, avg. epi length: 1573
Final score: -10.5, episode length: 1573
load model:  3220 3220mappo_single_1
model/pong_v1/selfplay/3220mappo_single_1
# of episode :0
exploiter avg. score: -0.7, avg. epi length: 1384
# of episode :20
exploiter avg. score: -11.2, avg. epi length: 1463
# of episode :40
exploiter avg. score: -12.25, avg. epi length: 1331
# of episode :60
exploiter avg. score: -10.6, avg. epi length: 1601
# of episode :80
exploiter avg. score: -9.3, avg. epi length: 1496
# of episode :100
exploiter avg. score: -9.1, avg. epi length: 1608
# of episode :120
exploiter avg. score: -10.4, avg. epi length: 1411
# of episode :140
exploiter avg. score: -14.25, avg. epi length: 1232
# of episode :160
exploiter avg. score: -12.85, avg. epi length: 1265
# of episode :180
exploiter avg. score: -11.7, avg. epi length: 1221
# of episode :200
exploiter avg. score: -12.25, avg. epi length: 1242
# of episode :220
exploiter avg. score: -11.9, avg. epi length: 1313
# of episode :240
exploiter avg. score: -11.15, avg. epi length: 1325
# of episode :260
exploiter avg. score: -11.8, avg. epi length: 1357
# of episode :280
exploiter avg. score: -14.9, avg. epi length: 1167
# of episode :300
exploiter avg. score: -11.2, avg. epi length: 1396
# of episode :320
exploiter avg. score: -12.25, avg. epi length: 1338
# of episode :340
exploiter avg. score: -4.5, avg. epi length: 1754
# of episode :360
exploiter avg. score: -12.35, avg. epi length: 1350
# of episode :380
exploiter avg. score: -15.1, avg. epi length: 1147
# of episode :400
exploiter avg. score: -14.5, avg. epi length: 1202
# of episode :420
exploiter avg. score: -13.4, avg. epi length: 1203
# of episode :440
exploiter avg. score: -13.45, avg. epi length: 1239
# of episode :460
exploiter avg. score: -9.75, avg. epi length: 1226
# of episode :480
exploiter avg. score: -12.8, avg. epi length: 1260
# of episode :500
exploiter avg. score: -10.55, avg. epi length: 1434
# of episode :520
exploiter avg. score: -13.5, avg. epi length: 1213
# of episode :540
exploiter avg. score: -8.5, avg. epi length: 1583
# of episode :560
exploiter avg. score: -8.3, avg. epi length: 1706
# of episode :580
exploiter avg. score: -10.25, avg. epi length: 1508
# of episode :600
exploiter avg. score: -10.05, avg. epi length: 1408
# of episode :620
exploiter avg. score: -11.85, avg. epi length: 1257
# of episode :640
exploiter avg. score: -12.15, avg. epi length: 1248
# of episode :660
exploiter avg. score: -12.45, avg. epi length: 1281
# of episode :680
exploiter avg. score: -15.35, avg. epi length: 1075
# of episode :700
exploiter avg. score: -14.15, avg. epi length: 1211
# of episode :720
exploiter avg. score: -10.3, avg. epi length: 1332
# of episode :740
exploiter avg. score: -11.8, avg. epi length: 1251
# of episode :760
exploiter avg. score: -9.85, avg. epi length: 1219
